"Year","SiteID","Treatment","Position","Time","PadID","weight","Mppt","Days","wpd"
2016,"ARM","Control","bottom",1,"ARM23C",1.29,7.8994,28,0.0460714285714286
2016,"ARM","Control","bottom",1,"ARM24C",22.65,7.8994,28,0.808928571428571
2016,"ARM","Control","bottom",1,"ARM25C",13.5,7.8994,28,0.482142857142857
2016,"ARM","Control","bottom",1,"ARM26C",4.33,7.8994,28,0.154642857142857
2016,"ARM","Control","bottom",1,"ARM27C",5.79,7.8994,28,0.206785714285714
2016,"ARM","Control","bottom",1,"ARM28C",0.04,7.8994,28,0.00142857142857143
2016,"ARM","Control","bottom",1,"ARM29C",12.4,7.8994,28,0.442857142857143
2016,"ARM","Control","bottom",1,"ARM30C",111.24,7.8994,28,3.97285714285714
2016,"ARM","Strips","top",2,"ARM01T",1.27,4.572,14,0.0907142857142857
2016,"ARM","Strips","top",2,"ARM02T",1.01,4.572,14,0.0721428571428571
2016,"ARM","Strips","top",2,"ARM03T",0.53,4.572,14,0.0378571428571429
2016,"ARM","Strips","top",2,"ARM04T",0.83,4.572,14,0.0592857142857143
2016,"ARM","Strips","top",2,"ARM05T",0.37,4.572,14,0.0264285714285714
2016,"ARM","Strips","top",2,"ARM06T",0.39,4.572,14,0.0278571428571428
2016,"ARM","Strips","top",2,"ARM07T",0.9,4.572,14,0.0642857142857143
2016,"ARM","Strips","top",2,"ARM08T",1.04,4.572,14,0.0742857142857143
2016,"ARM","Strips","top",2,"ARM09T",0.529999999999999,4.572,14,0.0378571428571428
2016,"ARM","Strips","top",2,"ARM10T",1.63,4.572,14,0.116428571428571
2016,"ARM","Strips","middle",2,"ARM11T",1.04,4.572,14,0.0742857142857143
2016,"ARM","Strips","middle",2,"ARM12T",1.36,4.572,14,0.0971428571428572
2016,"ARM","Strips","middle",2,"ARM13T",1.82,4.572,14,0.13
2016,"ARM","Strips","middle",2,"ARM14T",2.25,4.572,14,0.160714285714286
2016,"ARM","Strips","middle",2,"ARM15T",1.31,4.572,14,0.0935714285714285
2016,"ARM","Strips","middle",2,"ARM16T",1.92,4.572,14,0.137142857142857
2016,"ARM","Strips","middle",2,"ARM17T",2.79,4.572,14,0.199285714285714
2016,"ARM","Strips","middle",2,"ARM18T",2.07,4.572,14,0.147857142857143
2016,"ARM","Strips","middle",2,"ARM19T",2.96,4.572,14,0.211428571428571
2016,"ARM","Strips","middle",2,"ARM20T",2.1,4.572,14,0.15
2016,"ARM","Strips","bottom",2,"ARM21T",0.46,4.572,14,0.0328571428571429
2016,"ARM","Strips","bottom",2,"ARM22T",0.91,4.572,14,0.065
2016,"ARM","Strips","bottom",2,"ARM23T",0.45,4.572,14,0.0321428571428572
2016,"ARM","Strips","bottom",2,"ARM24T",1.84,4.572,14,0.131428571428571
2016,"ARM","Strips","bottom",2,"ARM25T",0.23,4.572,14,0.0164285714285715
2016,"ARM","Strips","bottom",2,"ARM26T",0.46,4.572,14,0.0328571428571429
2016,"ARM","Strips","bottom",2,"ARM27T",0.319999999999999,4.572,14,0.0228571428571428
2016,"ARM","Strips","bottom",2,"ARM28T",2.28,4.572,14,0.162857142857143
2016,"ARM","Strips","bottom",2,"ARM29T",1.08,4.572,14,0.0771428571428572
2016,"ARM","Strips","bottom",2,"ARM30T",0.89,4.572,14,0.0635714285714285
2016,"ARM","Control","top",2,"ARM01C",0.19,4.572,14,0.0135714285714286
2016,"ARM","Control","top",2,"ARM02C",0.42,4.572,14,0.03
2016,"ARM","Control","top",2,"ARM03C",0.3,4.572,14,0.0214285714285714
2016,"ARM","Control","top",2,"ARM04C",1.39,4.572,14,0.0992857142857143
2016,"ARM","Control","top",2,"ARM05C",0.34,4.572,14,0.0242857142857143
2016,"ARM","Control","top",2,"ARM06C",0.88,4.572,14,0.0628571428571428
2016,"ARM","Control","top",2,"ARM07C",1.3,4.572,14,0.0928571428571429
2016,"ARM","Control","top",2,"ARM08C",0.8,4.572,14,0.0571428571428571
2016,"ARM","Control","top",2,"ARM09C",1.1,4.572,14,0.0785714285714285
2016,"ARM","Control","top",2,"ARM10C",1.33,4.572,14,0.095
2016,"ARM","Control","middle",2,"ARM11C",2.2,4.572,14,0.157142857142857
2016,"ARM","Control","middle",2,"ARM12C",0.69,4.572,14,0.0492857142857143
2016,"ARM","Control","middle",2,"ARM13C",7.66,4.572,14,0.547142857142857
2016,"ARM","Control","middle",2,"ARM14C",6.85,4.572,14,0.489285714285714
2016,"ARM","Control","middle",2,"ARM15C",1.24,4.572,14,0.0885714285714286
2016,"ARM","Control","middle",2,"ARM16C",1.18,4.572,14,0.0842857142857143
2016,"ARM","Control","middle",2,"ARM17C",0.62,4.572,14,0.0442857142857143
2016,"ARM","Control","middle",2,"ARM18C",1.68,4.572,14,0.12
2016,"ARM","Control","middle",2,"ARM19C",0.92,4.572,14,0.0657142857142857
2016,"ARM","Control","middle",2,"ARM20C",0.28,4.572,14,0.02
2016,"ARM","Control","bottom",2,"ARM21C",3.13,4.572,14,0.223571428571429
2016,"ARM","Control","bottom",2,"ARM22C",2.58,4.572,14,0.184285714285714
2016,"ARM","Control","bottom",2,"ARM23C",4.41,4.572,14,0.315
2016,"ARM","Control","bottom",2,"ARM24C",2.98,4.572,14,0.212857142857143
2016,"ARM","Control","bottom",2,"ARM25C",1.32,4.572,14,0.0942857142857143
2016,"ARM","Control","bottom",2,"ARM26C",4.7,4.572,14,0.335714285714286
2016,"ARM","Control","bottom",2,"ARM27C",2.45,4.572,14,0.175
2016,"ARM","Control","bottom",2,"ARM28C",3.47,4.572,14,0.247857142857143
2016,"ARM","Control","bottom",2,"ARM29C",0.89,4.572,14,0.0635714285714285
2016,"ARM","Control","bottom",2,"ARM30C",2.47,4.572,14,0.176428571428571
2016,"EIA","Strips","top",1,"EIA01T",18.32,8.204454,20,0.916
2016,"EIA","Strips","top",1,"EIA02T",2.03,8.204454,20,0.1015
2016,"EIA","Strips","top",1,"EIA03T",2.68,8.204454,20,0.134
2016,"EIA","Strips","top",1,"EIA04T",3.1,8.204454,20,0.155
2016,"EIA","Strips","top",1,"EIA05T",3.8,8.204454,20,0.19
2016,"EIA","Strips","top",1,"EIA06T",9.11,8.204454,20,0.4555
2016,"EIA","Strips","top",1,"EIA07T",5.3,8.204454,20,0.265
2016,"EIA","Strips","top",1,"EIA08T",2.93,8.204454,20,0.1465
2016,"EIA","Strips","top",1,"EIA09T",0.4,8.204454,20,0.02
2016,"EIA","Strips","top",1,"EIA10T",0.49,8.204454,20,0.0245
2016,"EIA","Strips","middle",1,"EIA11T",2.14,8.204454,20,0.107
2016,"EIA","Strips","middle",1,"EIA12T",19.04,8.204454,20,0.952
2016,"EIA","Strips","middle",1,"EIA13T",9.39,8.204454,20,0.4695
2016,"EIA","Strips","middle",1,"EIA14T",2.27,8.204454,20,0.1135
2016,"EIA","Strips","middle",1,"EIA15T",22.98,8.204454,20,1.149
2016,"EIA","Strips","middle",1,"EIA16T",0.77,8.204454,20,0.0385
2016,"EIA","Strips","middle",1,"EIA17T",0.76,8.204454,20,0.038
2016,"EIA","Strips","middle",1,"EIA18T",13.04,8.204454,20,0.652
2016,"EIA","Strips","middle",1,"EIA19T",52.61,8.204454,20,2.6305
2016,"EIA","Strips","middle",1,"EIA20T",0.72,8.204454,20,0.036
2016,"EIA","Strips","bottom",1,"EIA21T",1.74,8.204454,20,0.087
2016,"EIA","Strips","bottom",1,"EIA22T",1.5,8.204454,20,0.075
2016,"EIA","Strips","bottom",1,"EIA23T",3.81,8.204454,20,0.1905
2016,"EIA","Strips","bottom",1,"EIA24T",2.16,8.204454,20,0.108
2016,"EIA","Strips","bottom",1,"EIA25T",1.4,8.204454,20,0.07
2016,"EIA","Strips","bottom",1,"EIA26T",1.89,8.204454,20,0.0945
2016,"EIA","Strips","bottom",1,"EIA27T",6.26,8.204454,20,0.313
2016,"EIA","Strips","bottom",1,"EIA28T",7.77,8.204454,20,0.3885
2016,"EIA","Strips","bottom",1,"EIA29T",6.86,8.204454,20,0.343
2016,"EIA","Strips","bottom",1,"EIA30T",0.65,8.204454,20,0.0325
2016,"EIA","Control","top",1,"EIA01C",1.33,8.204454,20,0.0665
2016,"EIA","Control","top",1,"EIA02C",6.61,8.204454,20,0.3305
2016,"EIA","Control","top",1,"EIA03C",4.97,8.204454,20,0.2485
2016,"EIA","Control","top",1,"EIA04C",1.84,8.204454,20,0.092
2016,"EIA","Control","top",1,"EIA05C",4.96,8.204454,20,0.248
2016,"EIA","Control","top",1,"EIA06C",1.1,8.204454,20,0.055
2016,"EIA","Control","top",1,"EIA07C",1.85,8.204454,20,0.0925
2016,"EIA","Control","top",1,"EIA08C",6.76,8.204454,20,0.338
2016,"EIA","Control","top",1,"EIA09C",1.06,8.204454,20,0.053
2016,"EIA","Control","top",1,"EIA10C",10.25,8.204454,20,0.5125
2016,"EIA","Control","middle",1,"EIA11C",3.03,8.204454,20,0.1515
2016,"EIA","Control","middle",1,"EIA12C",4.1,8.204454,20,0.205
2016,"EIA","Control","middle",1,"EIA13C",3.2,8.204454,20,0.16
2016,"EIA","Control","middle",1,"EIA14C",0.19,8.204454,20,0.00950000000000002
2016,"EIA","Control","middle",1,"EIA15C",3.93,8.204454,20,0.1965
2016,"EIA","Control","middle",1,"EIA16C",2.56,8.204454,20,0.128
2016,"EIA","Control","middle",1,"EIA17C",5.48,8.204454,20,0.274
2016,"EIA","Control","middle",1,"EIA18C",27.11,8.204454,20,1.3555
2016,"EIA","Control","middle",1,"EIA19C",5.25,8.204454,20,0.2625
2016,"EIA","Control","middle",1,"EIA20C",51.99,8.204454,20,2.5995
2016,"EIA","Control","bottom",1,"EIA21C",0.31,8.204454,20,0.0155
2016,"EIA","Control","bottom",1,"EIA22C",8.8,8.204454,20,0.44
2016,"EIA","Control","bottom",1,"EIA23C",14.23,8.204454,20,0.7115
2016,"EIA","Control","bottom",1,"EIA24C",2.59,8.204454,20,0.1295
2016,"EIA","Control","bottom",1,"EIA25C",4.72,8.204454,20,0.236
2016,"EIA","Control","bottom",1,"EIA26C",9.59,8.204454,20,0.4795
2016,"EIA","Control","bottom",1,"EIA27C",2.58,8.204454,20,0.129
2016,"EIA","Control","bottom",1,"EIA28C",0.699999999999999,8.204454,20,0.035
2016,"EIA","Control","bottom",1,"EIA29C",2.01,8.204454,20,0.1005
2016,"EIA","Control","bottom",1,"EIA30C",1.16,8.204454,20,0.058
2016,"EIA","Strips","top",2,"EIA01T",20.91,16.2306,22,0.950454545454545
2016,"EIA","Strips","top",2,"EIA02T",5.65,16.2306,22,0.256818181818182
2016,"EIA","Strips","top",2,"EIA03T",7.51,16.2306,22,0.341363636363636
2016,"EIA","Strips","top",2,"EIA04T",4.23,16.2306,22,0.192272727272727
2016,"EIA","Strips","top",2,"EIA05T",2.79,16.2306,22,0.126818181818182
2016,"EIA","Strips","top",2,"EIA06T",18.11,16.2306,22,0.823181818181818
2016,"EIA","Strips","top",2,"EIA07T",15.09,16.2306,22,0.685909090909091
2016,"EIA","Strips","top",2,"EIA08T",19.65,16.2306,22,0.893181818181818
2016,"EIA","Strips","top",2,"EIA09T",3.11,16.2306,22,0.141363636363636
2016,"EIA","Strips","top",2,"EIA10T",4.82,16.2306,22,0.219090909090909
2016,"EIA","Strips","middle",2,"EIA11T",10.9,16.2306,22,0.495454545454545
2016,"EIA","Strips","middle",2,"EIA12T",12.94,16.2306,22,0.588181818181818
2016,"EIA","Strips","middle",2,"EIA13T",19.56,16.2306,22,0.889090909090909
2016,"EIA","Strips","middle",2,"EIA14T",7.19,16.2306,22,0.326818181818182
2016,"EIA","Strips","middle",2,"EIA15T",67.02,16.2306,22,3.04636363636364
2016,"EIA","Strips","middle",2,"EIA16T",8.88,16.2306,22,0.403636363636364
2016,"EIA","Strips","middle",2,"EIA17T",1.46,16.2306,22,0.0663636363636364
2016,"EIA","Strips","middle",2,"EIA18T",9.43,16.2306,22,0.428636363636364
2016,"EIA","Strips","middle",2,"EIA19T",18.12,16.2306,22,0.823636363636363
2016,"EIA","Strips","bottom",2,"EIA21T",5.56,16.2306,22,0.252727272727273
2016,"EIA","Strips","bottom",2,"EIA22T",2.19,16.2306,22,0.0995454545454546
2016,"EIA","Strips","bottom",2,"EIA23T",3.25,16.2306,22,0.147727272727273
2016,"EIA","Strips","bottom",2,"EIA24T",17.09,16.2306,22,0.776818181818182
2016,"EIA","Strips","bottom",2,"EIA25T",3.58,16.2306,22,0.162727272727273
2016,"EIA","Strips","bottom",2,"EIA26T",100.94,16.2306,22,4.58818181818182
2016,"EIA","Strips","bottom",2,"EIA27T",18.17,16.2306,22,0.825909090909091
2016,"EIA","Strips","bottom",2,"EIA28T",11.19,16.2306,22,0.508636363636364
2016,"EIA","Strips","bottom",2,"EIA29T",1.52,16.2306,22,0.0690909090909091
2016,"EIA","Strips","bottom",2,"EIA30T",2.03,16.2306,22,0.0922727272727272
2016,"EIA","Control","top",2,"EIA01C",8.51,16.2306,22,0.386818181818182
2016,"EIA","Control","top",2,"EIA02C",45.45,16.2306,22,2.06590909090909
2016,"EIA","Control","top",2,"EIA03C",3.7,16.2306,22,0.168181818181818
2016,"EIA","Control","top",2,"EIA04C",17.02,16.2306,22,0.773636363636364
2016,"EIA","Control","top",2,"EIA05C",17.62,16.2306,22,0.800909090909091
2016,"EIA","Control","top",2,"EIA06C",43.62,16.2306,22,1.98272727272727
2016,"EIA","Control","top",2,"EIA07C",1.58,16.2306,22,0.0718181818181818
2016,"EIA","Control","top",2,"EIA08C",2.09,16.2306,22,0.095
2016,"EIA","Control","top",2,"EIA09C",12.68,16.2306,22,0.576363636363636
2016,"EIA","Control","top",2,"EIA10C",21.35,16.2306,22,0.970454545454546
2016,"EIA","Control","middle",2,"EIA11C",11.87,16.2306,22,0.539545454545455
2016,"EIA","Control","middle",2,"EIA12C",11.14,16.2306,22,0.506363636363636
2016,"EIA","Control","middle",2,"EIA13C",12.51,16.2306,22,0.568636363636364
2016,"EIA","Control","middle",2,"EIA14C",51.24,16.2306,22,2.32909090909091
2016,"EIA","Control","middle",2,"EIA15C",11.07,16.2306,22,0.503181818181818
2016,"EIA","Control","middle",2,"EIA16C",24.94,16.2306,22,1.13363636363636
2016,"EIA","Control","middle",2,"EIA17C",4.4,16.2306,22,0.2
2016,"EIA","Control","middle",2,"EIA18C",12.43,16.2306,22,0.565
2016,"EIA","Control","middle",2,"EIA19C",14.69,16.2306,22,0.667727272727273
2016,"EIA","Control","middle",2,"EIA20C",237.48,16.2306,22,10.7945454545455
2016,"EIA","Control","bottom",2,"EIA21C",5.83,16.2306,22,0.265
2016,"EIA","Control","bottom",2,"EIA22C",30.38,16.2306,22,1.38090909090909
2016,"EIA","Control","bottom",2,"EIA23C",29.14,16.2306,22,1.32454545454545
2016,"EIA","Control","bottom",2,"EIA24C",6.85,16.2306,22,0.311363636363636
2016,"EIA","Control","bottom",2,"EIA25C",25.54,16.2306,22,1.16090909090909
2016,"EIA","Control","bottom",2,"EIA26C",27.98,16.2306,22,1.27181818181818
2016,"EIA","Control","bottom",2,"EIA27C",61.75,16.2306,22,2.80681818181818
2016,"EIA","Control","bottom",2,"EIA28C",3.32,16.2306,22,0.150909090909091
2016,"EIA","Control","bottom",2,"EIA29C",2.62,16.2306,22,0.119090909090909
2016,"EIA","Control","bottom",2,"EIA30C",122.71,16.2306,22,5.57772727272727
2016,"RHO","Strips","top",1,"RHO01T",5.67,4.826,22,0.257727272727273
2016,"RHO","Strips","top",1,"RHO02T",2.31,4.826,22,0.105
2016,"RHO","Strips","top",1,"RHO03T",7.08,4.826,22,0.321818181818182
2016,"RHO","Strips","top",1,"RHO04T",0.79,4.826,22,0.0359090909090909
2016,"RHO","Strips","top",1,"RHO05T",3.58,4.826,22,0.162727272727273
2016,"RHO","Strips","top",1,"RHO06T",3.26,4.826,22,0.148181818181818
2016,"RHO","Strips","top",1,"RHO07T",2.66,4.826,22,0.120909090909091
2016,"RHO","Strips","top",1,"RHO08T",1.62,4.826,22,0.0736363636363636
2016,"RHO","Strips","top",1,"RHO09T",3.19,4.826,22,0.145
2016,"RHO","Strips","top",1,"RHO10T",5.71,4.826,22,0.259545454545455
2016,"RHO","Strips","middle",1,"RHO11T",5.89,4.826,22,0.267727272727273
2016,"RHO","Strips","middle",1,"RHO12T",9.99,4.826,22,0.454090909090909
2016,"RHO","Strips","middle",1,"RHO13T",6.91,4.826,22,0.314090909090909
2016,"RHO","Strips","middle",1,"RHO14T",1.53,4.826,22,0.0695454545454546
2016,"RHO","Strips","middle",1,"RHO15T",3.24,4.826,22,0.147272727272727
2016,"RHO","Strips","middle",1,"RHO16T",5.42,4.826,22,0.246363636363636
2016,"RHO","Strips","middle",1,"RHO17T",18.2,4.826,22,0.827272727272727
2016,"RHO","Strips","middle",1,"RHO18T",3.75,4.826,22,0.170454545454545
2016,"RHO","Strips","middle",1,"RHO19T",6.2,4.826,22,0.281818181818182
2016,"RHO","Strips","middle",1,"RHO20T",11.15,4.826,22,0.506818181818182
2016,"RHO","Strips","bottom",1,"RHO21T",6.26,4.826,22,0.284545454545455
2016,"RHO","Strips","bottom",1,"RHO22T",2.94,4.826,22,0.133636363636364
2016,"RHO","Strips","bottom",1,"RHO23T",4.3,4.826,22,0.195454545454545
2016,"RHO","Strips","bottom",1,"RHO24T",5.01,4.826,22,0.227727272727273
2016,"RHO","Strips","bottom",1,"RHO25T",5.86,4.826,22,0.266363636363636
2016,"RHO","Strips","bottom",1,"RHO26T",3.81,4.826,22,0.173181818181818
2016,"RHO","Strips","bottom",1,"RHO27T",16.06,4.826,22,0.73
2016,"RHO","Strips","bottom",1,"RHO28T",2.06,4.826,22,0.0936363636363637
2016,"RHO","Strips","bottom",1,"RHO29T",4.86,4.826,22,0.220909090909091
2016,"RHO","Strips","bottom",1,"RHO30T",4.29,4.826,22,0.195
2016,"RHO","Control","top",1,"RHO01C",6.32,4.826,22,0.287272727272727
2016,"RHO","Control","top",1,"RHO02C",13.19,4.826,22,0.599545454545455
2016,"RHO","Control","top",1,"RHO03C",13.22,4.826,22,0.600909090909091
2016,"RHO","Control","top",1,"RHO04C",4.63,4.826,22,0.210454545454545
2016,"RHO","Control","top",1,"RHO05C",5.14,4.826,22,0.233636363636364
2016,"RHO","Control","top",1,"RHO06C",4.59,4.826,22,0.208636363636364
2016,"RHO","Control","top",1,"RHO07C",6.34,4.826,22,0.288181818181818
2016,"RHO","Control","top",1,"RHO08C",10.73,4.826,22,0.487727272727273
2016,"RHO","Control","top",1,"RHO09C",6.03,4.826,22,0.274090909090909
2016,"RHO","Control","top",1,"RHO10C",4.59,4.826,22,0.208636363636364
2016,"RHO","Control","middle",1,"RHO11C",9.94,4.826,22,0.451818181818182
2016,"RHO","Control","middle",1,"RHO12C",3.71,4.826,22,0.168636363636364
2016,"RHO","Control","middle",1,"RHO13C",3.66,4.826,22,0.166363636363636
2016,"RHO","Control","middle",1,"RHO14C",8.04,4.826,22,0.365454545454545
2016,"RHO","Control","middle",1,"RHO15C",8.38,4.826,22,0.380909090909091
2016,"RHO","Control","middle",1,"RHO16C",3.31,4.826,22,0.150454545454545
2016,"RHO","Control","middle",1,"RHO17C",4.09,4.826,22,0.185909090909091
2016,"RHO","Control","middle",1,"RHO18C",8.81,4.826,22,0.400454545454545
2016,"RHO","Control","middle",1,"RHO19C",9.07,4.826,22,0.412272727272727
2016,"RHO","Control","middle",1,"RHO20C",3.73,4.826,22,0.169545454545455
2016,"RHO","Control","bottom",1,"RHO21C",4.8,4.826,22,0.218181818181818
2016,"RHO","Control","bottom",1,"RHO22C",5.7,4.826,22,0.259090909090909
2016,"RHO","Control","bottom",1,"RHO23C",3.86,4.826,22,0.175454545454545
2016,"RHO","Control","bottom",1,"RHO24C",4.3,4.826,22,0.195454545454545
2016,"RHO","Control","bottom",1,"RHO25C",5.5,4.826,22,0.25
2016,"RHO","Control","bottom",1,"RHO26C",9.63,4.826,22,0.437727272727273
2016,"RHO","Control","bottom",1,"RHO27C",14.6,4.826,22,0.663636363636364
2016,"RHO","Control","bottom",1,"RHO28C",4.98,4.826,22,0.226363636363636
2016,"RHO","Control","bottom",1,"RHO29C",7.42,4.826,22,0.337272727272727
2016,"RHO","Control","bottom",1,"RHO30C",5.88,4.826,22,0.267272727272727
2016,"RHO","Strips","top",2,"RHO01T",12.19,6.5278,21,0.58047619047619
2016,"RHO","Strips","top",2,"RHO02T",1.94,6.5278,21,0.0923809523809524
2016,"RHO","Strips","top",2,"RHO03T",12.05,6.5278,21,0.573809523809524
2016,"RHO","Strips","top",2,"RHO04T",0.93,6.5278,21,0.0442857142857143
2016,"RHO","Strips","top",2,"RHO05T",50.53,6.5278,21,2.40619047619048
2016,"RHO","Strips","top",2,"RHO06T",4.26,6.5278,21,0.202857142857143
2016,"RHO","Strips","top",2,"RHO07T",2.1,6.5278,21,0.1
2016,"RHO","Strips","top",2,"RHO08T",2.64,6.5278,21,0.125714285714286
2016,"RHO","Strips","top",2,"RHO09T",6.37,6.5278,21,0.303333333333333
2016,"RHO","Strips","top",2,"RHO10T",2.05,6.5278,21,0.0976190476190476
2016,"RHO","Strips","middle",2,"RHO11T",4.59,6.5278,21,0.218571428571429
2016,"RHO","Strips","middle",2,"RHO12T",7.89,6.5278,21,0.375714285714286
2016,"RHO","Strips","middle",2,"RHO13T",0.17,6.5278,21,0.00809523809523809
2016,"RHO","Strips","middle",2,"RHO14T",4.73,6.5278,21,0.225238095238095
2016,"RHO","Strips","middle",2,"RHO15T",5.09,6.5278,21,0.242380952380952
2016,"RHO","Strips","middle",2,"RHO16T",1.1,6.5278,21,0.0523809523809524
2016,"RHO","Strips","middle",2,"RHO17T",61.04,6.5278,21,2.90666666666667
2016,"RHO","Strips","middle",2,"RHO18T",16.42,6.5278,21,0.781904761904762
2016,"RHO","Strips","middle",2,"RHO19T",18.67,6.5278,21,0.889047619047619
2016,"RHO","Strips","middle",2,"RHO20T",2.52,6.5278,21,0.12
2016,"RHO","Strips","bottom",2,"RHO21T",3.2,6.5278,21,0.152380952380952
2016,"RHO","Strips","bottom",2,"RHO22T",29.94,6.5278,21,1.42571428571429
2016,"RHO","Strips","bottom",2,"RHO23T",31.24,6.5278,21,1.48761904761905
2016,"RHO","Strips","bottom",2,"RHO24T",48.77,6.5278,21,2.32238095238095
2016,"RHO","Strips","bottom",2,"RHO25T",18.01,6.5278,21,0.857619047619048
2016,"RHO","Strips","bottom",2,"RHO26T",1.94,6.5278,21,0.0923809523809524
2016,"RHO","Strips","bottom",2,"RHO27T",3.03,6.5278,21,0.144285714285714
2016,"RHO","Strips","bottom",2,"RHO28T",11.11,6.5278,21,0.529047619047619
2016,"RHO","Strips","bottom",2,"RHO29T",6.29,6.5278,21,0.299523809523809
2016,"RHO","Strips","bottom",2,"RHO30T",5.35,6.5278,21,0.254761904761905
2016,"RHO","Control","top",2,"RHO01C",6.81,6.5278,21,0.324285714285714
2016,"RHO","Control","top",2,"RHO02C",13.87,6.5278,21,0.660476190476191
2016,"RHO","Control","top",2,"RHO03C",12.57,6.5278,21,0.598571428571429
2016,"RHO","Control","top",2,"RHO04C",21.07,6.5278,21,1.00333333333333
2016,"RHO","Control","top",2,"RHO05C",4.07,6.5278,21,0.193809523809524
2016,"RHO","Control","top",2,"RHO06C",7.68,6.5278,21,0.365714285714286
